smiles
C1=CNC(C(C2=CC=NC=C2)C2=CCC=N2)=C1
CN(C)C1=CC=C(NNC2=CC=CC=C2C(=O)O)C=C1
CC(=O)CC(C)=NC1=CC=CC=C1C(=O)O
O=C(O)C1=CC=C2C=C(C(=O)O)C=C(S(O)(O)O)C2=C1
CC(=NNC(=O)C1=CC=C2C=C(Br)C=CC2=C1)C1=CC=CC=N1
OC1=C(C=NC2=CC=CC3=CC=CN=C32)C=C(Cl)C=C1
OC(C1=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1)C(O)C1=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1
ClC1=CNN=C1
O=C(NCC1=CC=CS1)C1=CC=CC=N1
COC(O)(C1=CC=CC=N1)C1=NC=CC=C1
C1CNCCNCCCNCCNC1
NC1=NN=C(C2=NC=CC=C2)S1
CC1=CN=C2C3=NC=C(C)C(C)=C3C=CC2=C1C
NC(=O)C1=C(N=CC2=NC=CC=C2)C=CC=C1
C1=CC=C(C2=NC(C3=CC=CC=N3)=N=C(C3=CC=CC=N3)N2)N=C1
CN(CC1=NC=CC=C1)C1CCCCC1N(C)CC1=NC=CC=C1
CC1=C(NN=C2C(=O)OC(C)(C)OC2=O)C(=O)N(C2=CC=CC=C2)N1C
NN1N=CN=N1
COC1=C(O)C(C=NNC(=O)C2=CC=C(O)C=C2)=CC=C1
CCO[PH](S)(S)C1=CC=C(OC)C=C1
O=C1N=CNC2=CC=CC=C12
O=C(O)CNCCO
CC1(C)OC(=O)C(=NNC2=CC=CC=C2O)C(=O)O1
O=C(O)C1=CC(O)=C(N(=O)=O)C=N1
CC(=NNC1=NC=CC=C1)C1=CC=CS1
CC1=CC(N=CC2=NC=CC=C2)=C2OC3(CC(C)(C)C2=C1)CC(C)(C)C1=C(O3)C(N=CC2=CC=CC=N2)=CC(C)=C1
CC(=NO)C(C)NCC(=O)O
COC(=O)C12CN(C(C3=NC=CC=C3)C3=NC=CC=C3)CC(C(=O)OC)(C(C3=NC=CC=C3)N(C)C1C1=NC=CC=C1)C2(O)O
COC(O)(C1=CC=CC(C(=O)C2=NC=CC=C2)=N1)C1=NC=CC=C1
CC1=NC=CN=C1C(C)=NNC(=O)C1=C(O)C=CC=C1
O=C(O)CN=CC1=CC=CC=C1O
NC(CP(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1
CC1=CN=CC(C)=N1
CC1(CO)CNCCNCC(C)(N(=O)=O)CNCCNC1
C1=CC=C(C2=CC(C3=NC(C4=NC=CC=C4)=CC(C4=CC=CC=C4)=C3)=NC(C3=NC=CC=C3)=C2)C=C1
FC(F)(F)C(F)(F)P(C1=CC=CC=C1)C1=CC=CC=C1
C#NC1=C(C2=C(Cl)C=CC=C2Cl)C=C(C(C)(C)C)C=C1C1=C(Cl)C=CC=C1Cl
OC1=CC=C(Br)C=C1C=NCCC1=NC2=C(C=CC=C2)N1
C1=CC=C(CNCCCNCC2=NC=CC=C2)N=C1
CCC=CCN1NN=C(C2=NC3=C(C=C2)C=CC2=C3N=CC=C2)N1
C1=CC2=NC(=C1)CNCCCNCCCNC2
COC1=CC=C(N2C(C3=CC=CS3)=NN=C2C2=NC=CC=C2)C=C1
CC(C)N1CCN(CC2=NC=CC=C2)CCN(C(C)C)CC1
CC(C)(O)C1=CC=CC=N1
CC(C)C1=CC=CC(C(C)C)=C1OP(=O)(O)O
CC1=CC=C(N=C(C)C2=CC=CC(C(C)=NC3=CC=C(C)C=C3)=N2)C=C1
CC(CN=CC1=C(O)C(Cl)=CC(Cl)=C1)NC=C1C=C(Cl)C=C(Cl)C1=O
CC(NO)C1=CC=CC=N1
CCC(=NNC1=NC2=CC=CC=C2S1)NNC1=CC=C(Cl)C=C1
COC1(C(C)(C)C)C=C(O)C(=O)C(C(C)(C)C)=C1
C1=CC=C2OCC3=CC=CC(=N3)COC3=C(C=CC=C3)CNCCNCCNCC2=C1
CC(N)C1=CC=CC=C1
COC1=C(O)C(CNCCN2CCOCC2)=CC=C1
CC(=O)NN=CC1=C(O)C=CC=C1
CC(C)PC1=CC=CC=C1PC(C)C
C#NC1=C(OCOC2=C(N#C)C=CC=C2)C=CC=C1
CC(C)N(=O)=O
C1=CC=C2C(=C1)C=NC1=C2C=CC=C1
O=N(=O)C1=CC(C=NC(CO)C2=CC=CC=C2)=C(O)C=C1
OCC1=CC=NC=C1
O=N(=O)O
CC1=NN(C2=CC=CC(Cl)=C2)C(=O)C1C(=O)C1=CC=C(Cl)C=C1
C1=CC=C(C(C2=NC=CC=C2)N(CC2=NC3=C(C=CC=C3)C=C2)CC2=NC3=C(C=CC=C3)C=C2)N=C1
O=C(O)C1=C(F)C(F)=C(C2=C(F)C(F)=C(C(=O)O)C(F)=C2F)C(F)=C1F
CC(=O)C(C=NC1=CC=CC=C1N=CC(C(C)=O)C(C)=O)C(C)=O
CN1C2=CC=CC=C2N=C1C1=CC=CC(C2=NC3=CC=CC=C3N2C)=N1
CC(=NNC(=O)C1=CC=C(Cl)C=C1)C1=C(O)C=CC(Cl)=C1
CP(C)CCP(CCP(C)C)CCP(C)C
O=C(O)CC(=O)O
COC1=CC=C(Br)C(C=NCCCNCCN=CC2=C(O)C(OC)=CC=C2Br)=C1O
ON1=CC=C(C2=NN=NN2)C=C1
COC1=C2N=C(C3=CC=CC=N3)C(C3=NC=CC=C3)=NC2=C(OC)C=C1
O=N(=O)C12CN3CN(CN(C3)C1)C2
CCOC1=CC=C(NNC2=CC=C(O)C3=NC=CC=C23)C=C1
CC(N)C(=O)O
OC1=CC=CC=C1CN(CC1=NC=CC=C1)CC1=C(O)C=CC=C1
CC1(C)OC2COC3(COC(C)(C)O3)C3(CCCO3)C2O1
NN1C=NN=C1
C1=CC=C(N=CC2C=CC=N2)C=C1
COCC(C)NC(=O)C1=CC=CC(C(=O)NC(C)COC)=N1
C1=CC2=C(C=C1)NC(CN(CC1=NC3=C(C=CC=C3)N1)CC1=NC3=C(C=CC=C3)N1)=N2
CC1=CC(C)=C(N=C(C)C2=NC(C3=NC4=CC=CC=C4N3)=CC=C2)C(C)=C1
C1=CC(C2=CC(C3=NC=CO3)=NC(C3=NC=CO3)=C2)=CN=C1
CC(CS)=NCCN
CN(CCN)CCCN
CCSC(=S)NNC(=O)C1=C(C)OC=C1
CC1=CC=C2C(=O)N=NC(=O)C2=N1
N#CC1=CC=C(NC2=C(N3C=CC=N3)C=C(C#N)C=C2)C(N2C=CC=N2)=C1
CC(NN(C)C1=CC=CC=C1)C1=NC=CC=C1
OCC(N=CC1=C(O)C=CC=C1)C1=CC=CC=C1
CC1=CC=C(NCC(=CC2=CC=C(Cl)C=C2)N(CNC2=CC=C(C)C=C2)C2=CC=C(C)C=C2)C=C1
O=C(NC1=C(NNC2=CC=CC=C2)C=CC=C1)C1=NC=CC=C1
COC1=CC=C(N2C(C3=CC=CC=N3)=NN=C2C2=CC=CC=N2)C=C1
O=C(O)CC1=C2C=CC=CC2=NC1
O=C(O)CN1C(=O)C2=CC=CC=C2C1=O
CC(C)=NNC(=O)NC1=CC=CC=C1
OC1=C(C=NC2=CC=CC3=CC=CN=C32)C2=CC=CC=C2C=C1
C#NC1=C(C2=C(C)C=C(C)C=C2C)C=C(C)C=C1C1=C(C)C=C(C)C=C1C
CC1=NOCC(C)NOCC(C)=NOCC(C)NOC1
O=N(=O)NC1=NNC(CC2=N=C(NN(=O)=O)=NN2)=N=1
C1=CC=C(CN(CC2=NC=CC=C2)C2CCCCC2N(CC2=NC=CC=C2)CC2=NC=CC=C2)C=C1
C1=CC=C(C2=NN=C(C3=NC=CC=C3)N2C2=CC=NC=C2)C=C1
BrC1=CN=CN=C1
COC1=CC=CC(C=NNC(=O)C2=CC=CC=C2)=C1O
COC(=O)C=C(C(=O)OC)C(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1
C1=CC2=NN=C(C3=NC=CN=C3)N2C=C1
NC1=CC(C2=NC=CC(N)=C2)=NC=C1
C1=CN=C(CN(CC2=NC=CC=C2)CC2CCCO2)C=C1
CCN(CC)C1=CC2=C(C=C1)C(=O)C(C=O)C(=O)O2
COC1=N=C(OC)C(C(=O)O)C=C1
CN1C=CC=C1C1=NN=C(C2=NC=CC=C2)N1C1=CC=C(Cl)C=C1
CC(=O)C(=NNC1=CC=CC=C1S(O)(O)O)C(C)=O
COCC(C)(C)O
CC(CN)NCCNC(C)CN
COC1=C(F)C(C(=O)O)=CC(F)=C1F
SC1=C(NCC2=NC=CC=C2)C=CC=C1
O=C(O)CC(C(=O)O)N1CCNCC1
NC(=S)NN=CC1=N(O)C=CC=C1
C1=CN=C(N2C=CC(C3=CC=NC=C3)=CC2)C=N1
COCC1=CC=CC=C1OC
NNC(=O)C1=CC=C(O)C=C1
COC1=C(CNNC(=O)C2=CC=NC=C2)C=CC=C1
CC1=NC(C(P(C(C)C)C(C)C)P(C(C)C)C(C)C)=CC=C1
C1=CN=C(C2=CC=CC(C3=NC=CC=C3)=N2)C=C1
O=C1C=CCC(C2=CC=C3C=CC=NC3=N2)=N1
